player_name,team,player_role,runs_scored,balls_faced,fours,sixes,strike_rate,out_status,dismissal_type,overs_bowled,runs_conceded,wickets_taken,maidens,economy_rate,catches,run_outs,stumpings,match_id,match_date,venue,batting_team,opposition,match_result,toss_winner,toss_decision,season,match_id_unique
Lahiru Milantha,Janakpur Bolts (NPL),Batsman,7,7,1,0,100,Yes,c Aarif Sheikh b Pandey,0,0,0,0,0,0,0,0,18,2024-12-11,"Tribhuvan University International Cricket Ground, Kirtipur",Janakpur Bolts (NPL),Sudur Paschim Royals (NPL),Loss,Janakpur Bolts (NPL),Bowl,1,S1_M18
Harsh Thaker,Janakpur Bolts (NPL),All-rounder,5,2,1,0,250,Yes,run out (Harmeet Singh),3,9,1,1,3,1,0,0,18,2024-12-11,"Tribhuvan University International Cricket Ground, Kirtipur",Janakpur Bolts (NPL),Sudur Paschim Royals (NPL),Loss,Janakpur Bolts (NPL),Bowl,1,S1_M18
James Neesham,Janakpur Bolts (NPL),All-rounder,4,8,1,0,50,Yes,b Airee,2,12,0,0,6,1,0,0,18,2024-12-11,"Tribhuvan University International Cricket Ground, Kirtipur",Janakpur Bolts (NPL),Sudur Paschim Royals (NPL),Loss,Janakpur Bolts (NPL),Bowl,1,S1_M18
Shubh Kansakar,Janakpur Bolts (NPL),Batsman,0,3,0,0,0,Yes,c McMullen b Pandey,0,0,0,0,0,0,0,0,18,2024-12-11,"Tribhuvan University International Cricket Ground, Kirtipur",Janakpur Bolts (NPL),Sudur Paschim Royals (NPL),Loss,Janakpur Bolts (NPL),Bowl,1,S1_M18
Joshua Tromp,Janakpur Bolts (NPL),Batsman,13,13,1,1,100,Yes,lbw b Harmeet Singh,0,0,0,0,0,3,0,0,18,2024-12-11,"Tribhuvan University International Cricket Ground, Kirtipur",Janakpur Bolts (NPL),Sudur Paschim Royals (NPL),Loss,Janakpur Bolts (NPL),Bowl,1,S1_M18
Arniko Yadav,Janakpur Bolts (NPL),All-rounder,1,4,0,0,25,Yes,c Airee b Harmeet Singh,3,16,2,0,5.33,4,0,0,18,2024-12-11,"Tribhuvan University International Cricket Ground, Kirtipur",Janakpur Bolts (NPL),Sudur Paschim Royals (NPL),Loss,Janakpur Bolts (NPL),Bowl,1,S1_M18
Sher Malla,Janakpur Bolts (NPL),Bowler,0,4,0,0,0,Yes,c Bohara b Saud,4,19,2,0,4.75,0,0,0,18,2024-12-11,"Tribhuvan University International Cricket Ground, Kirtipur",Janakpur Bolts (NPL),Sudur Paschim Royals (NPL),Loss,Janakpur Bolts (NPL),Bowl,1,S1_M18
Lalit Rajbanshi,Janakpur Bolts (NPL),Bowler,4,9,1,0,44.44,Yes,c Pandey b Kuggeleijn,4,32,0,0,8,0,0,0,18,2024-12-11,"Tribhuvan University International Cricket Ground, Kirtipur",Janakpur Bolts (NPL),Sudur Paschim Royals (NPL),Loss,Janakpur Bolts (NPL),Bowl,1,S1_M18
Kishor Mahato,Janakpur Bolts (NPL),Bowler,0,11,0,0,0,No,not out,4,35,4,0,8.75,0,0,0,18,2024-12-11,"Tribhuvan University International Cricket Ground, Kirtipur",Janakpur Bolts (NPL),Sudur Paschim Royals (NPL),Loss,Janakpur Bolts (NPL),Bowl,1,S1_M18
Stephen Eskinazi,Kathmandu Gurkhas (NPL),Wicket-keeper,13,16,2,0,81.25,Yes,b Gautam,0,0,0,0,0,0,0,0,19,2024-12-11,"Tribhuvan University International Cricket Ground, Kirtipur",Kathmandu Gurkhas (NPL),Lumbini Lions (NPL),Win,Kathmandu Gurkhas (NPL),Bat,1,S1_M19
Michael Levitt,Kathmandu Gurkhas (NPL),Batsman,0,2,0,0,0,Yes,b Simmonds,0,0,0,0,0,1,0,0,19,2024-12-11,"Tribhuvan University International Cricket Ground, Kirtipur",Kathmandu Gurkhas (NPL),Lumbini Lions (NPL),Win,Kathmandu Gurkhas (NPL),Bat,1,S1_M19
Bhim Sharki,Kathmandu Gurkhas (NPL),All-rounder,31,40,1,0,77.5,Yes,st †Saud b Gautam,1,8,0,0,8,1,0,0,19,2024-12-11,"Tribhuvan University International Cricket Ground, Kirtipur",Kathmandu Gurkhas (NPL),Lumbini Lions (NPL),Win,Kathmandu Gurkhas (NPL),Bat,1,S1_M19
Gerhard Erasmus,Kathmandu Gurkhas (NPL),All-rounder,1,4,0,0,25,Yes,c Jora b Saad Bin Zafar,4,19,2,0,4.75,0,0,0,19,2024-12-11,"Tribhuvan University International Cricket Ground, Kirtipur",Kathmandu Gurkhas (NPL),Lumbini Lions (NPL),Win,Kathmandu Gurkhas (NPL),Bat,1,S1_M19
Sumit Maharjan,Kathmandu Gurkhas (NPL),Batsman,4,4,1,0,100,Yes,lbw b Saad Bin Zafar,0,0,0,0,0,0,0,0,19,2024-12-11,"Tribhuvan University International Cricket Ground, Kirtipur",Kathmandu Gurkhas (NPL),Lumbini Lions (NPL),Win,Kathmandu Gurkhas (NPL),Bat,1,S1_M19
Dan Douthwaite,Kathmandu Gurkhas (NPL),All-rounder,21,24,0,2,87.5,Yes,c Paudel b Yadav,0,0,0,0,0,0,0,0,19,2024-12-11,"Tribhuvan University International Cricket Ground, Kirtipur",Kathmandu Gurkhas (NPL),Lumbini Lions (NPL),Win,Kathmandu Gurkhas (NPL),Bat,1,S1_M19
Rashid Khan,Kathmandu Gurkhas (NPL),All-rounder,1,2,0,0,50,Yes,run out (Paudel/†Saud),2.2,22,1,0,9.42,0,1,0,19,2024-12-11,"Tribhuvan University International Cricket Ground, Kirtipur",Kathmandu Gurkhas (NPL),Lumbini Lions (NPL),Win,Kathmandu Gurkhas (NPL),Bat,1,S1_M19
Karan KC,Kathmandu Gurkhas (NPL),All-rounder,1,5,0,0,20,Yes,c Jora b Surya Tamang,4,16,4,0,4,0,0,0,19,2024-12-11,"Tribhuvan University International Cricket Ground, Kirtipur",Kathmandu Gurkhas (NPL),Lumbini Lions (NPL),Win,Kathmandu Gurkhas (NPL),Bat,1,S1_M19
Pratik Shrestha,Kathmandu Gurkhas (NPL),Batsman,20,14,0,2,142.85,Yes,b Simmonds,0,0,0,0,0,0,0,0,19,2024-12-11,"Tribhuvan University International Cricket Ground, Kirtipur",Kathmandu Gurkhas (NPL),Lumbini Lions (NPL),Win,Kathmandu Gurkhas (NPL),Bat,1,S1_M19
Shahab Alam,Kathmandu Gurkhas (NPL),Bowler,8,5,0,1,160,Yes,c Jora b Saad Bin Zafar,4,10,0,0,2.5,2,0,0,19,2024-12-11,"Tribhuvan University International Cricket Ground, Kirtipur",Kathmandu Gurkhas (NPL),Lumbini Lions (NPL),Win,Kathmandu Gurkhas (NPL),Bat,1,S1_M19
Dipesh Kandel,Kathmandu Gurkhas (NPL),Bowler,0,0,0,0,0,No,not out,4,6,3,0,1.5,1,0,0,19,2024-12-11,"Tribhuvan University International Cricket Ground, Kirtipur",Kathmandu Gurkhas (NPL),Lumbini Lions (NPL),Win,Kathmandu Gurkhas (NPL),Bat,1,S1_M19
Ashutosh Ghiraiya,Lumbini Lions (NPL),Batsman,4,12,0,0,33.33,Yes,c Levitt b Kandel,0,0,0,0,0,0,0,0,19,2024-12-11,"Tribhuvan University International Cricket Ground, Kirtipur",Lumbini Lions (NPL),Kathmandu Gurkhas (NPL),Loss,Kathmandu Gurkhas (NPL),Bat,1,S1_M19
Arjun Saud,Lumbini Lions (NPL),Wicket-keeper,3,10,0,0,30,Yes,b Kandel,0,0,0,0,0,1,1,1,19,2024-12-11,"Tribhuvan University International Cricket Ground, Kirtipur",Lumbini Lions (NPL),Kathmandu Gurkhas (NPL),Loss,Kathmandu Gurkhas (NPL),Bat,1,S1_M19
Unmukt Chand,Lumbini Lions (NPL),Batsman,14,19,1,0,73.68,Yes,c Shahab Alam b Karan KC,0,0,0,0,0,0,0,0,19,2024-12-11,"Tribhuvan University International Cricket Ground, Kirtipur",Lumbini Lions (NPL),Kathmandu Gurkhas (NPL),Loss,Kathmandu Gurkhas (NPL),Bat,1,S1_M19
Tom Moores,Lumbini Lions (NPL),Batsman,6,5,1,0,120,Yes,b Erasmus,0,0,0,0,0,0,0,0,19,2024-12-11,"Tribhuvan University International Cricket Ground, Kirtipur",Lumbini Lions (NPL),Kathmandu Gurkhas (NPL),Loss,Kathmandu Gurkhas (NPL),Bat,1,S1_M19
Rohit Paudel,Lumbini Lions (NPL),All-rounder,8,15,0,0,53.33,Yes,lbw b Kandel,2,17,0,0,8.5,1,1,0,19,2024-12-11,"Tribhuvan University International Cricket Ground, Kirtipur",Lumbini Lions (NPL),Kathmandu Gurkhas (NPL),Loss,Kathmandu Gurkhas (NPL),Bat,1,S1_M19
Sundeep Jora,Lumbini Lions (NPL),All-rounder,26,29,2,0,89.65,Yes,c Shahab Alam b Karan KC,0,0,0,0,0,3,0,0,19,2024-12-11,"Tribhuvan University International Cricket Ground, Kirtipur",Lumbini Lions (NPL),Kathmandu Gurkhas (NPL),Loss,Kathmandu Gurkhas (NPL),Bat,1,S1_M19
Saad Bin Zafar,Lumbini Lions (NPL),All-rounder,0,1,0,0,0,Yes,lbw b Erasmus,4,21,3,0,5.25,0,0,0,19,2024-12-11,"Tribhuvan University International Cricket Ground, Kirtipur",Lumbini Lions (NPL),Kathmandu Gurkhas (NPL),Loss,Kathmandu Gurkhas (NPL),Bat,1,S1_M19
Bibek Yadav,Lumbini Lions (NPL),All-rounder,2,8,0,0,25,Yes,b Karan KC,2,9,1,0,4.5,0,0,0,19,2024-12-11,"Tribhuvan University International Cricket Ground, Kirtipur",Lumbini Lions (NPL),Kathmandu Gurkhas (NPL),Loss,Kathmandu Gurkhas (NPL),Bat,1,S1_M19
Surya Tamang,Lumbini Lions (NPL),Bowler,11,14,1,0,78.57,No,not out,4,18,1,0,4.5,0,0,0,19,2024-12-11,"Tribhuvan University International Cricket Ground, Kirtipur",Lumbini Lions (NPL),Kathmandu Gurkhas (NPL),Loss,Kathmandu Gurkhas (NPL),Bat,1,S1_M19
Ramon Simmonds,Lumbini Lions (NPL),Bowler,0,2,0,0,0,Yes,c Sharki b Karan KC,3.2,21,2,0,6.3,1,0,0,19,2024-12-11,"Tribhuvan University International Cricket Ground, Kirtipur",Lumbini Lions (NPL),Kathmandu Gurkhas (NPL),Loss,Kathmandu Gurkhas (NPL),Bat,1,S1_M19
Abhishesh Gautam,Lumbini Lions (NPL),Bowler,0,1,0,0,0,Yes,lbw b Rashid Khan,4,16,2,0,4,2,0,0,19,2024-12-11,"Tribhuvan University International Cricket Ground, Kirtipur",Lumbini Lions (NPL),Kathmandu Gurkhas (NPL),Loss,Kathmandu Gurkhas (NPL),Bat,1,S1_M19
Lokesh Bam,Biratnagar Kings (NPL),Batsman,26,16,2,2,162.5,Yes,c & b Reifer,0,0,0,0,0,0,0,0,20,2024-12-12,"Tribhuvan University International Cricket Ground, Kirtipur",Biratnagar Kings (NPL),Pokhara Avengers (NPL),Tie,Biratnagar Kings (NPL),Bat,1,S1_M20
Martin Guptill,Biratnagar Kings (NPL),Batsman,5,14,0,0,35.71,Yes,b Dhakal,0,0,0,0,0,0,0,0,20,2024-12-12,"Tribhuvan University International Cricket Ground, Kirtipur",Biratnagar Kings (NPL),Pokhara Avengers (NPL),Tie,Biratnagar Kings (NPL),Bat,1,S1_M20
Naren Bhatta,Biratnagar Kings (NPL),Batsman,4,11,0,0,36.36,Yes,c Dhakal b Kharel,0,0,0,0,0,0,0,0,20,2024-12-12,"Tribhuvan University International Cricket Ground, Kirtipur",Biratnagar Kings (NPL),Pokhara Avengers (NPL),Tie,Biratnagar Kings (NPL),Bat,1,S1_M20
Scott Edwards,Biratnagar Kings (NPL),Wicket-keeper,45,35,5,0,128.57,Yes,lbw b Bhurtel,0,0,0,0,0,1,0,0,20,2024-12-12,"Tribhuvan University International Cricket Ground, Kirtipur",Biratnagar Kings (NPL),Pokhara Avengers (NPL),Tie,Biratnagar Kings (NPL),Bat,1,S1_M20
Nicholas Kirton,Biratnagar Kings (NPL),All-rounder,19,16,0,1,118.75,Yes,c Leask b Dhakal,2,17,0,0,8.5,0,0,0,20,2024-12-12,"Tribhuvan University International Cricket Ground, Kirtipur",Biratnagar Kings (NPL),Pokhara Avengers (NPL),Tie,Biratnagar Kings (NPL),Bat,1,S1_M20
Basir Ahamad,Biratnagar Kings (NPL),All-rounder,21,20,0,1,105,No,not out,3,18,0,0,6,1,0,0,20,2024-12-12,"Tribhuvan University International Cricket Ground, Kirtipur",Biratnagar Kings (NPL),Pokhara Avengers (NPL),Tie,Biratnagar Kings (NPL),Bat,1,S1_M20
Chris Sole,Biratnagar Kings (NPL),Bowler,7,5,0,1,140,Yes,c Bipin Khatri b Reifer,4,30,2,0,7.5,0,0,0,20,2024-12-12,"Tribhuvan University International Cricket Ground, Kirtipur",Biratnagar Kings (NPL),Pokhara Avengers (NPL),Tie,Biratnagar Kings (NPL),Bat,1,S1_M20
Dipak Bohara,Biratnagar Kings (NPL),Batsman,4,2,1,0,200,Yes,run out (†Gous/Reifer),0,0,0,0,0,0,1,0,20,2024-12-12,"Tribhuvan University International Cricket Ground, Kirtipur",Biratnagar Kings (NPL),Pokhara Avengers (NPL),Tie,Biratnagar Kings (NPL),Bat,1,S1_M20
Pratis GC,Biratnagar Kings (NPL),All-rounder,4,1,1,0,400,No,not out,4,18,4,0,4.5,0,0,0,20,2024-12-12,"Tribhuvan University International Cricket Ground, Kirtipur",Biratnagar Kings (NPL),Pokhara Avengers (NPL),Tie,Biratnagar Kings (NPL),Bat,1,S1_M20
Sandeep Lamichhane,Biratnagar Kings (NPL),Bowler,0,0,0,0,0,No,did not bat,4,21,0,0,5.25,0,0,0,20,2024-12-12,"Tribhuvan University International Cricket Ground, Kirtipur",Biratnagar Kings (NPL),Pokhara Avengers (NPL),Tie,Biratnagar Kings (NPL),Bat,1,S1_M20
Anil Kharel,Biratnagar Kings (NPL),Bowler,0,0,0,0,0,No,did not bat,3,29,0,0,9.66,1,0,0,20,2024-12-12,"Tribhuvan University International Cricket Ground, Kirtipur",Biratnagar Kings (NPL),Pokhara Avengers (NPL),Tie,Biratnagar Kings (NPL),Bat,1,S1_M20
Dinesh Kharel,Pokhara Avengers (NPL),Batsman,11,11,0,1,100,Yes,c Kharel b Pratis GC,1,9,1,0,9,0,0,0,20,2024-12-12,"Tribhuvan University International Cricket Ground, Kirtipur",Pokhara Avengers (NPL),Biratnagar Kings (NPL),Tie,Biratnagar Kings (NPL),Bat,1,S1_M20
Andries Gous,Pokhara Avengers (NPL),Wicket-keeper,39,27,7,0,144.44,Yes,c Basir Ahamad b Pratis GC,0,0,0,0,0,0,1,0,20,2024-12-12,"Tribhuvan University International Cricket Ground, Kirtipur",Pokhara Avengers (NPL),Biratnagar Kings (NPL),Tie,Biratnagar Kings (NPL),Bat,1,S1_M20
Kushal Bhurtel,Pokhara Avengers (NPL),All-rounder,31,34,2,1,91.17,Yes,c †Edwards b Sole,4,32,1,0,8,1,0,0,20,2024-12-12,"Tribhuvan University International Cricket Ground, Kirtipur",Pokhara Avengers (NPL),Biratnagar Kings (NPL),Tie,Biratnagar Kings (NPL),Bat,1,S1_M20
Zen Malik,Pokhara Avengers (NPL),Batsman,4,9,0,0,44.44,Yes,b Pratis GC,0,0,0,0,0,0,0,0,20,2024-12-12,"Tribhuvan University International Cricket Ground, Kirtipur",Pokhara Avengers (NPL),Biratnagar Kings (NPL),Tie,Biratnagar Kings (NPL),Bat,1,S1_M20
Raymon Reifer,Pokhara Avengers (NPL),All-rounder,34,23,3,2,147.82,No,not out,4,33,2,0,8.25,1,1,0,20,2024-12-12,"Tribhuvan University International Cricket Ground, Kirtipur",Pokhara Avengers (NPL),Biratnagar Kings (NPL),Tie,Biratnagar Kings (NPL),Bat,1,S1_M20
Trit Raj Das,Pokhara Avengers (NPL),Batsman,0,1,0,0,0,Yes,lbw b Sole,0,0,0,0,0,0,0,0,20,2024-12-12,"Tribhuvan University International Cricket Ground, Kirtipur",Pokhara Avengers (NPL),Biratnagar Kings (NPL),Tie,Biratnagar Kings (NPL),Bat,1,S1_M20
Michael Leask,Pokhara Avengers (NPL),All-rounder,11,12,0,1,91.66,Yes,b Pratis GC,4,19,0,0,4.75,1,0,0,20,2024-12-12,"Tribhuvan University International Cricket Ground, Kirtipur",Pokhara Avengers (NPL),Biratnagar Kings (NPL),Tie,Biratnagar Kings (NPL),Bat,1,S1_M20
Narayan Joshi,Pokhara Avengers (NPL),All-rounder,2,3,0,0,66.66,No,not out,0,0,0,0,0,0,0,0,20,2024-12-12,"Tribhuvan University International Cricket Ground, Kirtipur",Pokhara Avengers (NPL),Biratnagar Kings (NPL),Tie,Biratnagar Kings (NPL),Bat,1,S1_M20
Bipin Khatri,Pokhara Avengers (NPL),Bowler,0,0,0,0,0,No,did not bat,3,30,0,0,10,1,0,0,20,2024-12-12,"Tribhuvan University International Cricket Ground, Kirtipur",Pokhara Avengers (NPL),Biratnagar Kings (NPL),Tie,Biratnagar Kings (NPL),Bat,1,S1_M20
Kiran Thagunna,Pokhara Avengers (NPL),Bowler,0,0,0,0,0,No,did not bat,0,0,0,0,0,0,0,0,20,2024-12-12,"Tribhuvan University International Cricket Ground, Kirtipur",Pokhara Avengers (NPL),Biratnagar Kings (NPL),Tie,Biratnagar Kings (NPL),Bat,1,S1_M20
Sagar Dhakal,Pokhara Avengers (NPL),Bowler,0,0,0,0,0,No,did not bat,4,15,2,0,3.75,2,0,0,20,2024-12-12,"Tribhuvan University International Cricket Ground, Kirtipur",Pokhara Avengers (NPL),Biratnagar Kings (NPL),Tie,Biratnagar Kings (NPL),Bat,1,S1_M20
Stephen Eskinazi,Kathmandu Gurkhas (NPL),Wicket-keeper,17,19,2,0,89.47,Yes,lbw b Rajbanshi,0,0,0,0,0,0,0,0,21,2024-12-12,"Tribhuvan University International Cricket Ground, Kirtipur",Kathmandu Gurkhas (NPL),Janakpur Bolts (NPL),Loss,Kathmandu Gurkhas (NPL),Bat,1,S1_M21
Michael Levitt,Kathmandu Gurkhas (NPL),Batsman,8,6,0,1,133.33,Yes,c Mohammad Mohsin b Mahato,0,0,0,0,0,0,0,0,21,2024-12-12,"Tribhuvan University International Cricket Ground, Kirtipur",Kathmandu Gurkhas (NPL),Janakpur Bolts (NPL),Loss,Kathmandu Gurkhas (NPL),Bat,1,S1_M21
Bhim Sharki,Kathmandu Gurkhas (NPL),All-rounder,4,11,1,0,36.36,Yes,c Sah b Mohammad Mohsin,0,0,0,0,0,1,0,0,21,2024-12-12,"Tribhuvan University International Cricket Ground, Kirtipur",Kathmandu Gurkhas (NPL),Janakpur Bolts (NPL),Loss,Kathmandu Gurkhas (NPL),Bat,1,S1_M21
Gerhard Erasmus,Kathmandu Gurkhas (NPL),All-rounder,20,22,2,0,90.9,Yes,c Sah b Mohammad Mohsin,4,21,1,0,5.25,1,0,0,21,2024-12-12,"Tribhuvan University International Cricket Ground, Kirtipur",Kathmandu Gurkhas (NPL),Janakpur Bolts (NPL),Loss,Kathmandu Gurkhas (NPL),Bat,1,S1_M21
Sumit Maharjan,Kathmandu Gurkhas (NPL),Batsman,0,3,0,0,0,Yes,c Sah b Rajbanshi,0,0,0,0,0,1,0,0,21,2024-12-12,"Tribhuvan University International Cricket Ground, Kirtipur",Kathmandu Gurkhas (NPL),Janakpur Bolts (NPL),Loss,Kathmandu Gurkhas (NPL),Bat,1,S1_M21
Rashid Khan,Kathmandu Gurkhas (NPL),All-rounder,7,16,0,0,43.75,Yes,c Sah b Yadav,0,0,0,0,0,0,0,0,21,2024-12-12,"Tribhuvan University International Cricket Ground, Kirtipur",Kathmandu Gurkhas (NPL),Janakpur Bolts (NPL),Loss,Kathmandu Gurkhas (NPL),Bat,1,S1_M21
Dan Douthwaite,Kathmandu Gurkhas (NPL),All-rounder,1,5,0,0,20,Yes,c Aasif Sheikh b Malla,1.5,21,0,0,11.45,0,0,0,21,2024-12-12,"Tribhuvan University International Cricket Ground, Kirtipur",Kathmandu Gurkhas (NPL),Janakpur Bolts (NPL),Loss,Kathmandu Gurkhas (NPL),Bat,1,S1_M21
Pratik Shrestha,Kathmandu Gurkhas (NPL),Batsman,6,11,1,0,54.54,Yes,b Rajbanshi,0,0,0,0,0,0,0,0,21,2024-12-12,"Tribhuvan University International Cricket Ground, Kirtipur",Kathmandu Gurkhas (NPL),Janakpur Bolts (NPL),Loss,Kathmandu Gurkhas (NPL),Bat,1,S1_M21
Karan KC,Kathmandu Gurkhas (NPL),All-rounder,19,13,2,1,146.15,Yes,st †Milantha b Malla,3,10,2,0,3.33,0,0,0,21,2024-12-12,"Tribhuvan University International Cricket Ground, Kirtipur",Kathmandu Gurkhas (NPL),Janakpur Bolts (NPL),Loss,Kathmandu Gurkhas (NPL),Bat,1,S1_M21
Shahab Alam,Kathmandu Gurkhas (NPL),Bowler,8,9,1,0,88.88,No,not out,4,22,1,0,5.5,1,0,0,21,2024-12-12,"Tribhuvan University International Cricket Ground, Kirtipur",Kathmandu Gurkhas (NPL),Janakpur Bolts (NPL),Loss,Kathmandu Gurkhas (NPL),Bat,1,S1_M21
Dipesh Kandel,Kathmandu Gurkhas (NPL),Bowler,0,2,0,0,0,Yes,c Sah b Malla,3,29,1,0,9.66,2,0,0,21,2024-12-12,"Tribhuvan University International Cricket Ground, Kirtipur",Kathmandu Gurkhas (NPL),Janakpur Bolts (NPL),Loss,Kathmandu Gurkhas (NPL),Bat,1,S1_M21
Lahiru Milantha,Janakpur Bolts (NPL),Wicket-keeper,16,20,2,0,80,Yes,c sub (R Rijal) b Karan KC,0,0,0,0,0,1,0,1,21,2024-12-12,"Tribhuvan University International Cricket Ground, Kirtipur",Janakpur Bolts (NPL),Kathmandu Gurkhas (NPL),Win,Kathmandu Gurkhas (NPL),Bat,1,S1_M21
Aasif Sheikh,Janakpur Bolts (NPL),Batsman,2,9,0,0,22.22,Yes,c Erasmus b Karan KC,0,0,0,0,0,1,0,0,21,2024-12-12,"Tribhuvan University International Cricket Ground, Kirtipur",Janakpur Bolts (NPL),Kathmandu Gurkhas (NPL),Win,Kathmandu Gurkhas (NPL),Bat,1,S1_M21
Anil Sah,Janakpur Bolts (NPL),Batsman,11,10,1,0,110,Yes,lbw b Kandel,0,0,0,0,0,5,0,0,21,2024-12-12,"Tribhuvan University International Cricket Ground, Kirtipur",Janakpur Bolts (NPL),Kathmandu Gurkhas (NPL),Win,Kathmandu Gurkhas (NPL),Bat,1,S1_M21
Harsh Thaker,Janakpur Bolts (NPL),All-rounder,25,25,1,1,100,No,not out,0,0,0,0,0,0,0,0,21,2024-12-12,"Tribhuvan University International Cricket Ground, Kirtipur",Janakpur Bolts (NPL),Kathmandu Gurkhas (NPL),Win,Kathmandu Gurkhas (NPL),Bat,1,S1_M21
Shubh Kansakar,Janakpur Bolts (NPL),Batsman,5,7,1,0,71.42,Yes,c Kandel b Shahab Alam,0,0,0,0,0,0,0,0,21,2024-12-12,"Tribhuvan University International Cricket Ground, Kirtipur",Janakpur Bolts (NPL),Kathmandu Gurkhas (NPL),Win,Kathmandu Gurkhas (NPL),Bat,1,S1_M21
James Neesham,Janakpur Bolts (NPL),All-rounder,27,17,1,3,158.82,Yes,lbw b Erasmus,1,10,0,0,10,0,0,0,21,2024-12-12,"Tribhuvan University International Cricket Ground, Kirtipur",Janakpur Bolts (NPL),Kathmandu Gurkhas (NPL),Win,Kathmandu Gurkhas (NPL),Bat,1,S1_M21
Mohammad Mohsin,Janakpur Bolts (NPL),All-rounder,13,7,3,0,185.71,No,not out,4,20,2,0,5,1,0,0,21,2024-12-12,"Tribhuvan University International Cricket Ground, Kirtipur",Janakpur Bolts (NPL),Kathmandu Gurkhas (NPL),Win,Kathmandu Gurkhas (NPL),Bat,1,S1_M21
Arniko Yadav,Janakpur Bolts (NPL),All-rounder,0,0,0,0,0,No,did not bat,4,33,1,0,8.25,1,0,0,21,2024-12-12,"Tribhuvan University International Cricket Ground, Kirtipur",Janakpur Bolts (NPL),Kathmandu Gurkhas (NPL),Win,Kathmandu Gurkhas (NPL),Bat,1,S1_M21
Sher Malla,Janakpur Bolts (NPL),Bowler,0,0,0,0,0,No,did not bat,3.3,11,3,0,3.14,0,0,0,21,2024-12-12,"Tribhuvan University International Cricket Ground, Kirtipur",Janakpur Bolts (NPL),Kathmandu Gurkhas (NPL),Win,Kathmandu Gurkhas (NPL),Bat,1,S1_M21
Lalit Rajbanshi,Janakpur Bolts (NPL),Bowler,0,0,0,0,0,No,did not bat,4,8,3,2,2,0,0,0,21,2024-12-12,"Tribhuvan University International Cricket Ground, Kirtipur",Janakpur Bolts (NPL),Kathmandu Gurkhas (NPL),Win,Kathmandu Gurkhas (NPL),Bat,1,S1_M21
Kishor Mahato,Janakpur Bolts (NPL),Bowler,0,0,0,0,0,No,did not bat,3,14,1,1,4.66,0,0,0,21,2024-12-12,"Tribhuvan University International Cricket Ground, Kirtipur",Janakpur Bolts (NPL),Kathmandu Gurkhas (NPL),Win,Kathmandu Gurkhas (NPL),Bat,1,S1_M21
Babar Hayat,Karnali Yaks (NPL),Batsman,20,22,1,1,90.9,Yes,c Saad Bin Zafar b Bhandari,0,0,0,0,0,1,0,0,22,2024-12-13,"Tribhuvan University International Cricket Ground, Kirtipur",Karnali Yaks (NPL),Lumbini Lions (NPL),Win,Lumbini Lions (NPL),Field,1,S1_M22
Dev Khanal,Karnali Yaks (NPL),Batsman,3,12,0,0,25,Yes,c Simmonds b Saad Bin Zafar,0,0,0,0,0,0,0,0,22,2024-12-13,"Tribhuvan University International Cricket Ground, Kirtipur",Karnali Yaks (NPL),Lumbini Lions (NPL),Win,Lumbini Lions (NPL),Field,1,S1_M22
Chadwick Walton,Karnali Yaks (NPL),Wicket-keeper,13,15,0,1,86.66,Yes,c Gautam b Bhandari,0,0,0,0,0,0,0,0,22,2024-12-13,"Tribhuvan University International Cricket Ground, Kirtipur",Karnali Yaks (NPL),Lumbini Lions (NPL),Win,Lumbini Lions (NPL),Field,1,S1_M22
Gulsan Jha,Karnali Yaks (NPL),All-rounder,8,11,1,0,72.72,Yes,c †Saud b Paudel,0,0,0,0,0,1,0,0,22,2024-12-13,"Tribhuvan University International Cricket Ground, Kirtipur",Karnali Yaks (NPL),Lumbini Lions (NPL),Win,Lumbini Lions (NPL),Field,1,S1_M22
William Bosisto,Karnali Yaks (NPL),All-rounder,44,30,3,3,146.66,Yes,lbw b Aagri,4,23,1,0,5.75,1,0,0,22,2024-12-13,"Tribhuvan University International Cricket Ground, Kirtipur",Karnali Yaks (NPL),Lumbini Lions (NPL),Win,Lumbini Lions (NPL),Field,1,S1_M22
Arjun Gharti,Karnali Yaks (NPL),All-rounder,25,25,2,1,100,Yes,c & b Simmonds,0,0,0,0,0,0,0,0,22,2024-12-13,"Tribhuvan University International Cricket Ground, Kirtipur",Karnali Yaks (NPL),Lumbini Lions (NPL),Win,Lumbini Lions (NPL),Field,1,S1_M22
Sompal Kami,Karnali Yaks (NPL),All-rounder,7,3,0,1,233.33,Yes,c Saad Bin Zafar b Aagri,4,24,1,1,6,0,0,0,22,2024-12-13,"Tribhuvan University International Cricket Ground, Kirtipur",Karnali Yaks (NPL),Lumbini Lions (NPL),Win,Lumbini Lions (NPL),Field,1,S1_M22
Zeeshan Maqsood,Karnali Yaks (NPL),All-rounder,1,1,0,0,100,No,not out,3,12,2,0,4,0,0,0,22,2024-12-13,"Tribhuvan University International Cricket Ground, Kirtipur",Karnali Yaks (NPL),Lumbini Lions (NPL),Win,Lumbini Lions (NPL),Field,1,S1_M22
Nandan Yadav,Karnali Yaks (NPL),Bowler,0,1,0,0,0,Yes,lbw b Aagri,4,26,1,0,6.5,1,1,0,22,2024-12-13,"Tribhuvan University International Cricket Ground, Kirtipur",Karnali Yaks (NPL),Lumbini Lions (NPL),Win,Lumbini Lions (NPL),Field,1,S1_M22
